region	trait_pair	eur_h4	afr_h4	expected_afr	residual	power_ratio	classification
20:18750000-22250000	t2d-asthma	0.0015	0.0488	0.0013	0.0475	69.900	CONCORDANT_NULL
18:30750000-32250000	t2d-stroke	0.0015	0.0205	0.0010	0.0195	0.633	CONCORDANT_NULL
10:59750000-61250000	t2d-stroke	0.0015	0.0029	0.0010	0.0019	0.659	CONCORDANT_NULL
16:61750000-63250000	t2d-stroke	0.0014	0.0019	0.0009	0.0010	0.586	CONCORDANT_NULL
4:90750000-92250000	t2d-stroke	0.0014	0.0019	0.0010	0.0009	0.735	CONCORDANT_NULL
6:168750000-170250000	t2d-stroke	0.0014	0.0043	0.0010	0.0033	0.654	CONCORDANT_NULL
2:68750000-70250000	t2d-stroke	0.0014	0.0055	0.0011	0.0044	0.850	CONCORDANT_NULL
22:37750000-39250000	t2d-asthma	0.0014	0.0137	0.0012	0.0125	57.806	CONCORDANT_NULL
13:77750000-82250000	t2d-asthma	0.0014	0.0331	0.0012	0.0319	64.061	CONCORDANT_NULL
11:83750000-86250000	t2d-asthma	0.0014	0.0170	0.0012	0.0158	51.714	CONCORDANT_NULL
7:120750000-124250000	t2d-asthma	0.0014	0.0210	0.0012	0.0198	64.860	CONCORDANT_NULL
5:143750000-145250000	t2d-stroke	0.0014	0.0031	0.0010	0.0021	0.734	CONCORDANT_NULL
21:34750000-37250000	t2d-asthma	0.0014	0.0226	0.0012	0.0214	66.958	CONCORDANT_NULL
14:76750000-78250000	t2d-asthma	0.0013	0.0176	0.0011	0.0165	62.013	CONCORDANT_NULL
3:100750000-102250000	t2d-stroke	0.0013	0.0038	0.0009	0.0029	0.662	CONCORDANT_NULL
20:28750000-36250000	t2d-stroke	0.0013	0.0075	0.0010	0.0065	0.774	CONCORDANT_NULL
11:12750000-15250000	t2d-asthma	0.0013	0.0260	0.0011	0.0249	62.348	CONCORDANT_NULL
8:5750000-7250000	t2d-asthma	0.0013	0.0190	0.0011	0.0179	35.459	CONCORDANT_NULL
2:136750000-138250000	t2d-stroke	0.0013	0.0095	0.0010	0.0085	0.743	CONCORDANT_NULL
2:150750000-152250000	t2d-stroke	0.0013	0.0048	0.0009	0.0039	0.605	CONCORDANT_NULL
6:138750000-140250000	t2d-asthma	0.0013	0.0128	0.0011	0.0117	65.813	CONCORDANT_NULL
5:16750000-18250000	t2d-stroke	0.0013	0.0044	0.0009	0.0035	0.705	CONCORDANT_NULL
4:114750000-116250000	t2d-stroke	0.0013	0.0028	0.0010	0.0018	0.779	CONCORDANT_NULL
6:84750000-86250000	t2d-stroke	0.0013	0.0044	0.0009	0.0035	0.656	CONCORDANT_NULL
1:81750000-83250000	t2d-stroke	0.0013	0.0026	0.0008	0.0018	0.574	CONCORDANT_NULL
6:123750000-125250000	t2d-asthma	0.0013	0.0116	0.0011	0.0105	62.336	CONCORDANT_NULL
15:25750000-28250000	t2d-asthma	0.0012	0.0204	0.0010	0.0194	85.876	CONCORDANT_NULL
18:35750000-37250000	t2d-asthma	0.0012	0.0118	0.0010	0.0108	63.333	CONCORDANT_NULL
5:70750000-72250000	t2d-stroke	0.0012	0.0018	0.0008	0.0010	0.646	CONCORDANT_NULL
14:81750000-83250000	t2d-stroke	0.0012	0.0036	0.0009	0.0027	0.695	CONCORDANT_NULL
18:62750000-64250000	t2d-asthma	0.0012	0.0113	0.0010	0.0103	74.597	CONCORDANT_NULL
11:21750000-23250000	t2d-stroke	0.0012	0.0137	0.0009	0.0128	0.757	CONCORDANT_NULL
6:105750000-107250000	t2d-stroke	0.0012	0.0028	0.0008	0.0020	0.627	CONCORDANT_NULL
8:66750000-69250000	t2d-asthma	0.0012	0.0280	0.0010	0.0270	67.658	CONCORDANT_NULL
8:63750000-65250000	t2d-asthma	0.0012	0.0096	0.0010	0.0086	45.478	CONCORDANT_NULL
4:62750000-64250000	t2d-asthma	0.0012	0.0121	0.0010	0.0111	52.250	CONCORDANT_NULL
11:42750000-44250000	t2d-asthma	0.0012	0.0101	0.0010	0.0091	51.506	CONCORDANT_NULL
8:111750000-113250000	t2d-stroke	0.0012	0.0042	0.0010	0.0032	0.957	CONCORDANT_NULL
5:65750000-69250000	t2d-asthma	0.0011	0.0221	0.0009	0.0212	61.213	CONCORDANT_NULL
8:134750000-136250000	t2d-asthma	0.0011	0.0142	0.0009	0.0133	67.474	CONCORDANT_NULL
2:66750000-68250000	t2d-asthma	0.0011	0.0132	0.0009	0.0123	56.331	CONCORDANT_NULL
2:132750000-134250000	t2d-stroke	0.0011	0.0024	0.0008	0.0016	0.793	CONCORDANT_NULL
16:59750000-61250000	t2d-asthma	0.0011	0.0099	0.0009	0.0090	58.331	CONCORDANT_NULL
4:27750000-29250000	t2d-asthma	0.0011	0.0108	0.0009	0.0099	64.208	CONCORDANT_NULL
20:52750000-55250000	t2d-asthma	0.0011	0.0369	0.0009	0.0360	76.116	CONCORDANT_NULL
1:206750000-208250000	t2d-asthma	0.0011	0.0164	0.0009	0.0155	62.672	CONCORDANT_NULL
6:78750000-81250000	t2d-asthma	0.0011	0.0872	0.0009	0.0863	54.084	CONCORDANT_NULL
10:26750000-29250000	t2d-asthma	0.0011	0.0157	0.0009	0.0148	50.914	CONCORDANT_NULL
7:33750000-36250000	t2d-asthma	0.0010	0.0328	0.0008	0.0320	63.040	CONCORDANT_NULL
4:129750000-131250000	t2d-asthma	0.0010	0.5606	0.0008	0.5597	58.000	AFR_ENRICHED
9:121750000-123250000	t2d-asthma	0.0010	0.0120	0.0008	0.0112	68.070	CONCORDANT_NULL
5:79750000-82250000	t2d-asthma	0.0010	0.0225	0.0008	0.0216	63.139	CONCORDANT_NULL
1:88750000-91250000	t2d-asthma	0.0010	0.0167	0.0008	0.0158	69.505	CONCORDANT_NULL
8:19750000-21250000	t2d-asthma	0.0010	0.0362	0.0008	0.0354	53.416	CONCORDANT_NULL
4:59750000-61250000	t2d-asthma	0.0010	0.0129	0.0008	0.0120	52.032	CONCORDANT_NULL
12:7750000-10250000	t2d-asthma	0.0010	0.0152	0.0008	0.0143	54.005	CONCORDANT_NULL
9:72750000-74250000	t2d-stroke	0.0010	0.0026	0.0007	0.0019	0.589	CONCORDANT_NULL
4:29750000-32250000	t2d-asthma	0.0010	0.0227	0.0008	0.0219	64.431	CONCORDANT_NULL
8:48750000-50250000	t2d-stroke	0.0010	0.0028	0.0006	0.0022	0.489	CONCORDANT_NULL
2:202750000-209250000	t2d-stroke	0.0010	0.0074	0.0007	0.0067	0.636	CONCORDANT_NULL
7:91750000-94250000	t2d-asthma	0.0010	0.0186	0.0008	0.0177	70.255	CONCORDANT_NULL
13:88750000-90250000	t2d-asthma	0.0010	0.0112	0.0008	0.0103	50.288	CONCORDANT_NULL
18:43750000-46250000	t2d-asthma	0.0009	0.0255	0.0008	0.0247	60.992	CONCORDANT_NULL
9:108750000-110250000	t2d-asthma	0.0009	0.0167	0.0008	0.0159	64.373	CONCORDANT_NULL
4:64750000-66250000	t2d-asthma	0.0009	0.0137	0.0008	0.0129	62.113	CONCORDANT_NULL
4:24750000-27250000	t2d-asthma	0.0009	0.0263	0.0008	0.0255	67.871	CONCORDANT_NULL
2:54750000-66250000	t2d-stroke	0.0009	0.0203	0.0006	0.0197	0.633	CONCORDANT_NULL
1:84750000-86250000	t2d-asthma	0.0009	0.0097	0.0008	0.0089	50.025	CONCORDANT_NULL
4:135750000-139250000	t2d-asthma	0.0009	0.0261	0.0008	0.0253	69.066	CONCORDANT_NULL
4:150750000-152250000	t2d-asthma	0.0009	0.0113	0.0008	0.0105	80.058	CONCORDANT_NULL
3:92750000-95250000	t2d-asthma	0.0009	0.0159	0.0008	0.0151	59.970	CONCORDANT_NULL
14:39750000-42250000	t2d-asthma	0.0009	0.0193	0.0008	0.0185	53.859	CONCORDANT_NULL
12:40750000-43250000	t2d-asthma	0.0009	0.0258	0.0008	0.0250	55.975	CONCORDANT_NULL
15:34750000-37250000	t2d-asthma	0.0009	0.0271	0.0008	0.0263	70.476	CONCORDANT_NULL
15:89750000-97250000	t2d-stroke	0.0009	0.0284	0.0006	0.0278	0.708	CONCORDANT_NULL
2:235750000-237250000	t2d-asthma	0.0009	0.0121	0.0008	0.0113	75.252	CONCORDANT_NULL
2:49750000-51250000	t2d-asthma	0.0009	0.0108	0.0008	0.0100	56.000	CONCORDANT_NULL
6:11750000-14250000	t2d-asthma	0.0009	0.0210	0.0008	0.0202	65.798	CONCORDANT_NULL
6:105750000-107250000	t2d-asthma	0.0008	0.0134	0.0007	0.0127	60.549	CONCORDANT_NULL
16:61750000-63250000	t2d-asthma	0.0008	0.0102	0.0007	0.0095	68.746	CONCORDANT_NULL
8:22750000-24250000	t2d-asthma	0.0008	0.0139	0.0007	0.0132	51.107	CONCORDANT_NULL
6:45750000-47250000	t2d-asthma	0.0008	0.0217	0.0007	0.0210	69.819	CONCORDANT_NULL
8:75750000-78250000	t2d-asthma	0.0008	0.0370	0.0007	0.0363	63.106	CONCORDANT_NULL
3:103750000-105250000	t2d-asthma	0.0008	0.0116	0.0007	0.0109	55.798	CONCORDANT_NULL
8:119750000-121250000	t2d-asthma	0.0008	0.0126	0.0007	0.0119	59.892	CONCORDANT_NULL
9:80750000-83250000	t2d-asthma	0.0008	0.0232	0.0007	0.0225	71.750	CONCORDANT_NULL
14:34750000-37250000	t2d-asthma	0.0008	0.0210	0.0007	0.0203	68.809	CONCORDANT_NULL
1:220750000-222250000	t2d-asthma	0.0008	0.0157	0.0007	0.0150	57.732	CONCORDANT_NULL
10:1750000-3250000	t2d-asthma	0.0008	0.0162	0.0007	0.0155	51.707	CONCORDANT_NULL
10:47750000-49250000	t2d-stroke	0.0008	0.0011	0.0006	0.0005	0.678	CONCORDANT_NULL
9:110750000-115250000	stroke-asthma	0.0008	0.0195	0.0007	0.0188	60.345	CONCORDANT_NULL
9:95750000-97250000	t2d-asthma	0.0007	0.0090	0.0006	0.0084	55.309	CONCORDANT_NULL
1:21750000-26250000	t2d-asthma	0.0007	0.0367	0.0006	0.0361	73.388	CONCORDANT_NULL
6:71750000-74250000	t2d-asthma	0.0007	0.0259	0.0006	0.0253	58.188	CONCORDANT_NULL
3:130750000-132250000	t2d-asthma	0.0007	0.0118	0.0006	0.0112	72.425	CONCORDANT_NULL
7:95750000-97250000	t2d-asthma	0.0007	0.0129	0.0006	0.0123	64.828	CONCORDANT_NULL
5:171750000-174250000	t2d-asthma	0.0007	0.0161	0.0006	0.0155	73.986	CONCORDANT_NULL
2:68750000-70250000	t2d-asthma	0.0007	0.0114	0.0006	0.0108	62.972	CONCORDANT_NULL
3:140750000-142250000	t2d-asthma	0.0007	0.0113	0.0006	0.0107	72.500	CONCORDANT_NULL
2:199750000-201250000	t2d-stroke	0.0007	0.0017	0.0005	0.0012	0.690	CONCORDANT_NULL
2:126750000-128250000	t2d-asthma	0.0007	0.0121	0.0006	0.0115	71.915	CONCORDANT_NULL
10:83750000-85250000	t2d-asthma	0.0007	0.0107	0.0006	0.0101	57.374	CONCORDANT_NULL
21:15750000-17250000	t2d-asthma	0.0007	0.0132	0.0006	0.0126	73.230	CONCORDANT_NULL
8:91750000-94250000	t2d-asthma	0.0007	0.0175	0.0006	0.0169	67.731	CONCORDANT_NULL
9:72750000-74250000	t2d-asthma	0.0007	0.0121	0.0006	0.0115	66.392	CONCORDANT_NULL
4:139750000-141250000	t2d-asthma	0.0007	0.0114	0.0006	0.0108	75.314	CONCORDANT_NULL
1:235750000-237250000	t2d-asthma	0.0007	0.0126	0.0006	0.0120	65.566	CONCORDANT_NULL
7:31750000-33250000	t2d-asthma	0.0006	0.0124	0.0005	0.0119	61.601	CONCORDANT_NULL
3:34750000-36250000	t2d-asthma	0.0006	0.0131	0.0005	0.0126	61.438	CONCORDANT_NULL
6:165750000-167250000	t2d-asthma	0.0006	0.0142	0.0005	0.0137	53.379	CONCORDANT_NULL
4:170750000-172250000	t2d-asthma	0.0006	0.0111	0.0005	0.0106	61.687	CONCORDANT_NULL
6:69750000-71250000	t2d-asthma	0.0006	0.0128	0.0005	0.0123	55.762	CONCORDANT_NULL
1:28750000-30250000	t2d-asthma	0.0006	0.0130	0.0005	0.0125	56.122	CONCORDANT_NULL
13:103750000-105250000	t2d-asthma	0.0006	0.0150	0.0005	0.0145	66.794	CONCORDANT_NULL
6:4750000-6250000	t2d-asthma	0.0006	0.0210	0.0005	0.0205	59.034	CONCORDANT_NULL
6:99750000-102250000	t2d-asthma	0.0006	0.0162	0.0005	0.0157	55.106	CONCORDANT_NULL
15:45750000-50250000	stroke-asthma	0.0006	0.0267	0.0005	0.0262	75.367	CONCORDANT_NULL
1:53750000-55250000	t2d-asthma	0.0006	0.0141	0.0005	0.0136	55.855	CONCORDANT_NULL
11:21750000-23250000	t2d-asthma	0.0006	0.0171	0.0005	0.0166	64.012	CONCORDANT_NULL
12:104750000-106250000	t2d-asthma	0.0006	0.0117	0.0005	0.0112	58.190	CONCORDANT_NULL
8:48750000-50250000	t2d-asthma	0.0006	0.0092	0.0005	0.0087	51.022	CONCORDANT_NULL
12:131750000-134250000	t2d-asthma	0.0006	0.0133	0.0005	0.0128	75.759	CONCORDANT_NULL
6:84750000-86250000	t2d-asthma	0.0006	0.0167	0.0005	0.0162	58.688	CONCORDANT_NULL
10:3750000-5250000	t2d-asthma	0.0006	0.0126	0.0005	0.0121	61.588	CONCORDANT_NULL
5:2750000-4250000	t2d-asthma	0.0005	0.0166	0.0004	0.0162	53.824	CONCORDANT_NULL
16:55750000-57250000	t2d-asthma	0.0005	0.0113	0.0004	0.0109	54.467	CONCORDANT_NULL
3:149750000-151250000	t2d-asthma	0.0005	0.0471	0.0004	0.0467	66.254	CONCORDANT_NULL
5:85750000-93250000	stroke-asthma	0.0005	0.0142	0.0004	0.0138	71.311	CONCORDANT_NULL
12:102750000-104250000	t2d-asthma	0.0005	0.0155	0.0004	0.0151	63.846	CONCORDANT_NULL
2:78750000-80250000	t2d-asthma	0.0005	0.0127	0.0004	0.0123	64.443	CONCORDANT_NULL
13:90750000-92250000	t2d-asthma	0.0005	0.0159	0.0004	0.0155	61.262	CONCORDANT_NULL
5:13750000-15250000	t2d-asthma	0.0005	0.0157	0.0004	0.0153	78.967	CONCORDANT_NULL
2:109750000-115250000	stroke-asthma	0.0005	0.0172	0.0004	0.0168	95.067	CONCORDANT_NULL
5:136750000-138250000	t2d-asthma	0.0005	0.0109	0.0004	0.0105	76.615	CONCORDANT_NULL
4:152750000-154250000	t2d-asthma	0.0005	0.0139	0.0004	0.0135	64.156	CONCORDANT_NULL
4:179750000-181250000	t2d-asthma	0.0005	0.0145	0.0004	0.0141	65.129	CONCORDANT_NULL
15:30750000-32250000	t2d-asthma	0.0005	0.0144	0.0004	0.0140	82.196	CONCORDANT_NULL
9:132750000-134250000	t2d-asthma	0.0005	0.0119	0.0004	0.0115	52.025	CONCORDANT_NULL
1:163750000-165250000	t2d-asthma	0.0005	0.0110	0.0004	0.0106	59.351	CONCORDANT_NULL
13:61750000-63250000	t2d-asthma	0.0005	0.0094	0.0004	0.0090	57.339	CONCORDANT_NULL
2:136750000-138250000	t2d-asthma	0.0005	0.0128	0.0004	0.0124	62.913	CONCORDANT_NULL
13:93750000-95250000	t2d-asthma	0.0005	0.0119	0.0004	0.0115	68.679	CONCORDANT_NULL
20:5750000-7250000	t2d-asthma	0.0005	0.0157	0.0004	0.0153	79.408	CONCORDANT_NULL
8:123750000-125250000	t2d-asthma	0.0004	0.0125	0.0003	0.0122	74.422	CONCORDANT_NULL
1:26750000-28250000	t2d-asthma	0.0004	0.0101	0.0003	0.0098	66.554	CONCORDANT_NULL
10:59750000-61250000	t2d-asthma	0.0004	0.0142	0.0003	0.0139	65.189	CONCORDANT_NULL
5:0-2250000	stroke-asthma	0.0004	0.0128	0.0003	0.0125	31.660	CONCORDANT_NULL
14:32750000-34250000	t2d-asthma	0.0004	0.0157	0.0003	0.0154	70.821	CONCORDANT_NULL
